title,rating,isEdited,review,userName,date,body,id,modified
OK but could be better,3,False,"I've used both the app and the online portal extensively and while both were ahead of their time initially, in today's world when most provider's provide a portal to patient information, I find Mayo's portal is becoming antiquated.

Overall, you can do more using the online portal, but the app is more user friendly when it works. It can be glitchy and if this occurs, deleting and reinstalling the app may improve glitch issues.

Things I'd like to see improved with both:

A patient note section that patients can use to create their own notes. Having someplace central where patients can keep information  relevant to their appointments or care, would allow us to have one central repository for all our information. Currently I use Evernote for my notes, so jumping back and forth between the 2 is cumbersome.

The messaging utility is lacking. For people who have periodic physicals at Mayo's it's frustrating. Any contacts from one physical are removed and replaced when another physical occurs, yet many of those earlier providers are still relevant and should be left accessible to patients.

Executive Physicals manipulates the contact information in a sort of heavy handed manner. Rather than providing patients with access to all their care givers, the Executive team doesn't want patients to communicate directly with their main provider. They route all communications through them which adds days onto any communications...not a great scenario when timely information is important.  

This one aspect alone impairs the whole Executive physical so much that I think it negates the positive concierge aspects of this service. In the end, patients medical needs are primary and the Executive Physicals program needs to rethink how they restrict patients' access to their providers...especially in light of the increased costs involved in using this service versus the more traditional one for physicals.

Patient access to their medical information is quick and generally good, but there are a few problems. The most notable being that things like final reports for longer stays and physicals should be available via the portal. These reports are usually mailed or sent by email and should be included with all the other reports. 

Finding medical information with the app or the portal is unnecessarily complex. I don't know how it can be fixed...but it needs to be. Random reports that don't seem to fall into other categories sometimes show up under the Continuity of Care section. Reports from older visits are oftentimes removed when newer visits occur...but these old reports are still important. 

Most patients coming to Mayo's have greater medical needs or more complex issues than your average patient. Mayo's isn't usually their primary care provider either, so they rely more heavily upon the reports which their primary care givers need. This function currently has bottlenecks ranging from:

- reports just never being available like full follow up summaries
- reports being removed when new visits occur
- some really old reports like medications lists are stuck in there and even though newer ones have been supplied and may be found somewhere else...the old ones just confuse both providers and patients.
- there should be better ways for patients to export data in the reports. While exporting a complete report is possible...sometimes just a portion of it is needed. I use the Print - to PDF method on ios to extract this information...but most people don't know how to do this and there should be simpler methods.

Lab results are exemplary in that they include historic results and provide graphs when appropriate. This is a good example of reporting at it's best. 

When I was there I found the app didn't always provide me with the most current appointment schedule, so I ended up relying on the paper schedules that other reviewers have mentioned too.

Overall the app and portal are OK. They once set the gold standard for patient's access to medical information but today both seem like they need at a minimum to be brought up to current standards. 

Better yet would be to improve these aspects to keep pace with the world renowned medical reputation Mayo's continues to garner.",vsatips,2017-03-29 18:45:44,,,
Not opening on iPad update 9,1,False,"Not opening on v9 iPad.
Cannot delete. Icon black, message INSTALLING.",Thundermama,2015-09-28 02:03:04,,,
Not ready for prime time,1,False,No integration with pharmacy refill. Requires another set of logins and passwords.,Dr. B1104,2016-08-19 15:55:49,,,
iOS 9 update needed,1,False,App won't open.,Monibird,2015-09-22 05:37:14,,,
App will not load,1,False,This app will not load since implementing IOS9.,4SeasonGrowing,2015-09-17 20:04:08,,,
Crashes on startup - ios9,1,False,Crashes on startup - ios9. Unusable.,41off,2015-09-21 13:28:10,,,
Online assistance,3,False,How can I ask about Online Assistance when the question is “the Mayo number” when that is the item I’m trying to find.BEFORE my first visit? No number was assigned to me before my first visit!,Tegeo,2019-12-08 17:51:38,,,
Mayo Clinic App,5,False,Great!,Max0003,2013-02-20 20:17:16,,,
Does NOT work with IPAD and IOS9,1,False,Can not use with IPAD Air and IOS9.,Bigdaddyinjax,2015-09-18 17:12:48,,,
I  hiM  ok Iii,5,False,"I mk
Joe
Mini iliuukokoo
Z
No no",Nicko615,2021-04-25 19:35:11,,,
Patient,5,False,"Excellent App.
Mayo Clinic Arizona ...... Super staff",dtthweatt,2021-01-08 13:37:55,,,
Cannot get the questionnaire to open. Just keeps going in circles 😩,1,False,Questionnaire will not open,Mama Combs,2020-04-15 00:56:15,,,
Difficult,1,False,Difficult,doreeyatescolter,2018-05-14 15:07:51,Sorry you're having trouble using the app - please feel free to send a direct email to our team at mcmobileapps@mayo.edu and someone will investigate the issues you're experiencing.,3544658.0,2018-05-21T19:05:14Z
Best app ever!,5,False,^^,andrewman23,2020-11-03 12:38:55,,,
Unusable now,1,False,"Now that you have to enter a six digit code (2 factor authentication) sent via text, I can no longer access my account. The app states in a window that you have to enter the code and I do get the code texted to me but there is no place to actually enter the code so your options are request a new code or cancel. Frustrating!!!!",JailerJoe,2022-05-09 17:25:30,,,
Won’t let me log in,1,False,It keeps asking for code but has no spot for code,Dmanlarry,2022-05-09 15:25:56,,,
Can’t get into portal,2,False,"I used to love this app but I’m suddenly no longer able to get into it. It asks me to enter a 6 digit code that i receive via text, however it doesn’t give me anywhere to put the code. It’s pretty useless to me right now.",akrolli,2022-05-05 20:56:46,,,
App hasn’t worked for ages,1,False,"This app used to work great; however, it hasn’t worked for almost a year now and no one seems to care. I’m signing in with the correct username and password (I know it’s correct because I can sign in with it in the website) but the app tells me my login info is incorrect. I’ve tried to contact Mayo several times to get the issue fixed and I’m met with silence. Why have an app if it doesn’t work?",Half Crispy Duck,2021-12-31 02:23:35,,,
Horrible,1,False,I’ve repeatedly asked to speak to someone about the situation no response. Stephanie Cantees 205-294-2372,toonie12,2021-11-30 06:03:11,,,
E-check Fails,1,False,"I was quite satisfied with the app until the latest update: I’m no longer able to upload the e-check QR code into the Wallet. That was so convenient!!! A shame, really.",PLGLSE,2021-06-28 15:36:47,,,
Mr. Felipe G Calzadilla # 12 8606 73,5,False,"9433 S Stanley Pl.
Tempe Az 85284.
Telephone 786 350 0546
I am supposed to have an appointment with Dr. Kahline or Dr. Collin. Tomorrow at about 10;30 AM,
Please! I need a little help. I start and after listing the medication, when I am trying to continue it has disappeared.
Please Help.
Felipe G Calzadilla.
March 9 / 2021.",selipito,2021-03-09 17:38:30,,,
Possible Patient,5,False,"I’m not sure if I’m a Mayo Clinic patient??? In other words, I think someone might be doing fraud on my info...can you please have a rep contact me ASAP to straighten this out? CKeller 619-673-3763",Kittysland,2020-11-03 23:59:31,,,
Mayo Patient app quality,5,False,"This app has been a pleasure to use at all levels.

Thank you,

James Jordan, M.D.",Doc. J.,2020-08-25 13:58:50,,,
I preferred the previous app,3,False,"This one offers tips of the day etc.,  but I don’t want any tips of the day. It’s not easy anymore to get where I directly want to get to.  I just want to get to the MD messages and test results.",htwtsk,2019-07-17 17:14:47,,,
Needs Messaging Notifications and Other Issues,1,False,"I like using the app to communicate with my providers, but a push notification of new messages would be EXTREMELY helpful.

It is NOT useful that your current appointment disappears from your schedule after the time of the appointment, since you're often called in late. So if you are running late, there is no way to see when your appt was scheduled, to see how late you're running. 

It also makes no sense that if you check in with a live person, they will tell you which door you will be called from, but if you use the kiosk or e-check-in, it won't tell you this information. 

Overall, I expect better from Mayo Clinic.

UPDATE on 7/17/2019
The app will not let me log in. I've updated to the current version and it still just sits there spinning and after a couple minutes tells me I can't log in to the patient portal at this time. Yet I can log in on my computer via the webpage just fine. This app is getting worse and worse.",firewhale,2019-07-17 16:32:50,,,
The send button is not visible to VoiceOver accessibility when sending a message.,1,False,"Although I can create the text for a message I wish to send, I cannot send it, because the send button is not accessible to VoiceOver. I am using the built-in VoiceOver screen reader.
CLearly accessibility was not tested!

Update march 7, 2019. The claims offixing VoiceOver issues in the latest update are over rated. One cannot send any messages because the send button is not visible to VoiceOver users.",kfjelsted,2019-03-08 08:28:09,,,
Works well no major problems,4,False,"I'm using version 2.5 on iOS 7. Used the app during my recent trip to the Mayo Clinic. It did crash a couple of times, IIRC I was accessing my test records (I had a lot of tests done). Very convenient to have this app on my iPhone, and it notified me about my upcoming appointments. Tiny pictures of my x-rays taken at Mayo are displayed in this app but when I access the web site on my laptop they aren't shown at all. There also isn't any way to send a message to your doctor from within this app. Docking one star due to crashes I experienced and no messaging capability.",SFengineer,2015-05-06 16:59:45,,,
Works well when it lets me sign in,3,False,"There are periods of time where the app won’t let me sign in with the correct username and password, and I have to go to the full website instead. The unreliability is frustrating. Otherwise pretty good when I sign in.",SarahE7890,2018-12-12 14:30:29,,,
Why we love the Mayo Clinic,5,False,"So far, so good.  Mayo Clinic keeps working on programs and patients until 99.99% are happy with the outcome.  This portal App has gotten better!  Thank you, that is all of you at the Mayo Clinic, for the great relationship we have together.  At the rate you all are improving my life some of you need to still be around when I reach the century mark riding this big, blue planet!   In less than 33 years from now I WILL
reach 100 years of age.  I can’t believe my life is 2/3’rds over already.  Keep up your excellent work Mayo Clinic employees!",thomm85n,2018-05-24 14:03:08,"Thomm85n, wow, thanks for the kind words!  😀 😀  Feel free to drop us a note any time with other suggestions or feedback. Our email is mcmobileapps@mayo.edu.  Thanks so much.",3931043.0,2018-06-21T20:13:19Z
Frustrating app - auto logout too fast,2,False,"I wish they would focus more effort on the patient interface than the generic content. 

I wanted to scream after preparing the bulk of a perfectly-worded email to my MD, but before I could finish up the program auto logged me off without warning and without saving a draft. Arghhh. Even when I sent a shorter appt. request, the same thing happened.  What the heck?!  Don’t they realize how this impairs the usability of the program for many patients?!  Worse even for those disabled or elderly.

Until they fix this - Make sure you write up your emails and appt requests in advance in another program to cut and paste or you risk getting automatically logged out and losing all your data.  

Other cons:
No customization of auto log-off or option to continue time.
No feature to check pending requests. 
No archive of communications or appts.
No way to print records.  Only was able to save by printing screen shots which takes forever and wastes paper.",MaireSF,2018-05-16 23:36:16,Sorry you're having trouble using the app - we will be addressing the issue of it timing out too soon in our next release.  To print records - where you see the share button - it will give you the option to share that document or to print it.  Please feel free to send a direct email to our team at mcmobileapps@mayo.edu with any other feedback you have and someone will investigate the issues you're experiencing.,3544654.0,2018-05-21T19:04:38Z
